facet_id,facet_raw,facet_normalized,facet_key,catalogue_id,source_qualifier,facet_type,conversation_observable,sensitivity,abstention_reason,scoring_definition,score_anchors,retrieval_text,is_header_like,has_numeric_prefix,has_encoding_artifact,classification_rule
F0082,Health-literacy level,Health-literacy level,health literacy level,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Health-literacy level', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Health-literacy level. personality trait. Rate how strongly the speaker's own words display the disposition 'Health-literacy level', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0083,Estimating Calculations,Estimating Calculations,estimating calculations,,,cognitive_test_ability,False,low,requires_standardised_assessment,NOT SCORABLE FROM CONVERSATION. 'Estimating Calculations' is classified as cognitive_test_ability; establishing it requires evidence outside the transcript (requires_standardised_assessment).,,Estimating Calculations. cognitive test ability. NOT SCORABLE FROM CONVERSATION. 'Estimating Calculations' is classified as cognitive_test_ability; establishing it requires evidence outside the transcript (requires_standardised_assessment).,False,False,False,cognitive_test_score
F0084,Depression: Feelings of sadness and hopelessness,Feelings of sadness and hopelessness,feelings of sadness and hopelessness,,Depression,clinical_mental_health,False,high,requires_clinical_assessment,NOT SCORABLE FROM CONVERSATION. 'Feelings of sadness and hopelessness' is classified as clinical_mental_health; establishing it requires evidence outside the transcript (requires_clinical_assessment).,,Feelings of sadness and hopelessness. clinical mental health. NOT SCORABLE FROM CONVERSATION. 'Feelings of sadness and hopelessness' is classified as clinical_mental_health; establishing it requires evidence outside the transcript (requires_clinical_assessment).,False,False,False,clinical_named_scale
F0085,Synthesis of information,Synthesis of information,synthesis of information,,,cognitive_style,True,low,,"Rate how strongly the speaker's reasoning in this conversation exhibits 'Synthesis of information', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Synthesis of information. cognitive style. Rate how strongly the speaker's reasoning in this conversation exhibits 'Synthesis of information', on a 1-5 scale.",False,False,False,cognitive_style
F0086,Leadership Potential:,Leadership Potential,leadership potential,,,instrument_or_scale_header,False,low,malformed_or_header_row,NOT SCORABLE FROM CONVERSATION. 'Leadership Potential' is classified as instrument_or_scale_header; establishing it requires evidence outside the transcript (malformed_or_header_row).,,Leadership Potential. instrument or scale header. NOT SCORABLE FROM CONVERSATION. 'Leadership Potential' is classified as instrument_or_scale_header; establishing it requires evidence outside the transcript (malformed_or_header_row).,True,False,False,structural_header
F0087,Ethical standards,Ethical standards,ethical standards,,,motivation_value,True,low,,"Rate how strongly the speaker expresses 'Ethical standards' as a driver or held value, on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Ethical standards. motivation value. Rate how strongly the speaker expresses 'Ethical standards' as a driver or held value, on a 1-5 scale.",False,False,False,motivation
F0088,High-spiritedness,High-spiritedness,high spiritedness,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'High-spiritedness', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","High-spiritedness. personality trait. Rate how strongly the speaker's own words display the disposition 'High-spiritedness', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0089,Critical reasoning,Critical reasoning,critical reasoning,,,cognitive_style,True,low,,"Rate how strongly the speaker's reasoning in this conversation exhibits 'Critical reasoning', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Critical reasoning. cognitive style. Rate how strongly the speaker's reasoning in this conversation exhibits 'Critical reasoning', on a 1-5 scale.",False,False,False,cognitive_style
F0090,Sleep-disorder diagnosis,Sleep-disorder diagnosis,sleep disorder diagnosis,,,clinical_mental_health,False,high,requires_clinical_assessment,NOT SCORABLE FROM CONVERSATION. 'Sleep-disorder diagnosis' is classified as clinical_mental_health; establishing it requires evidence outside the transcript (requires_clinical_assessment).,,Sleep-disorder diagnosis. clinical mental health. NOT SCORABLE FROM CONVERSATION. 'Sleep-disorder diagnosis' is classified as clinical_mental_health; establishing it requires evidence outside the transcript (requires_clinical_assessment).,False,False,False,clinical_diagnosis
F0091,Listening Skills Subcomponents:,Listening Skills Subcomponents,listening skills subcomponents,,,instrument_or_scale_header,False,low,malformed_or_header_row,NOT SCORABLE FROM CONVERSATION. 'Listening Skills Subcomponents' is classified as instrument_or_scale_header; establishing it requires evidence outside the transcript (malformed_or_header_row).,,Listening Skills Subcomponents. instrument or scale header. NOT SCORABLE FROM CONVERSATION. 'Listening Skills Subcomponents' is classified as instrument_or_scale_header; establishing it requires evidence outside the transcript (malformed_or_header_row).,True,False,False,structural_header
F0092,Collaboration,Collaboration,collaboration,,,interpersonal,True,low,,"Rate how strongly the speaker describes relating to others in terms of 'Collaboration', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Collaboration. interpersonal. Rate how strongly the speaker describes relating to others in terms of 'Collaboration', on a 1-5 scale.",False,False,False,interpersonal
F0093,Precision of Movements,Precision of Movements,precision of movements,,,cognitive_test_ability,False,low,requires_standardised_assessment,NOT SCORABLE FROM CONVERSATION. 'Precision of Movements' is classified as cognitive_test_ability; establishing it requires evidence outside the transcript (requires_standardised_assessment).,,Precision of Movements. cognitive test ability. NOT SCORABLE FROM CONVERSATION. 'Precision of Movements' is classified as cognitive_test_ability; establishing it requires evidence outside the transcript (requires_standardised_assessment).,False,False,False,cognitive_test_score
F0094,Social Boldness,Social Boldness,social boldness,,,interpersonal,True,low,,"Rate how strongly the speaker describes relating to others in terms of 'Social Boldness', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Social Boldness. interpersonal. Rate how strongly the speaker describes relating to others in terms of 'Social Boldness', on a 1-5 scale.",False,False,False,interpersonal
F0095,Auditory memory,Auditory memory,auditory memory,,,cognitive_test_ability,False,low,requires_standardised_assessment,NOT SCORABLE FROM CONVERSATION. 'Auditory memory' is classified as cognitive_test_ability; establishing it requires evidence outside the transcript (requires_standardised_assessment).,,Auditory memory. cognitive test ability. NOT SCORABLE FROM CONVERSATION. 'Auditory memory' is classified as cognitive_test_ability; establishing it requires evidence outside the transcript (requires_standardised_assessment).,False,False,False,cognitive_test_score
F0096,Psychomotor Ability Subcomponents:,Psychomotor Ability Subcomponents,psychomotor ability subcomponents,,,instrument_or_scale_header,False,low,malformed_or_header_row,NOT SCORABLE FROM CONVERSATION. 'Psychomotor Ability Subcomponents' is classified as instrument_or_scale_header; establishing it requires evidence outside the transcript (malformed_or_header_row).,,Psychomotor Ability Subcomponents. instrument or scale header. NOT SCORABLE FROM CONVERSATION. 'Psychomotor Ability Subcomponents' is classified as instrument_or_scale_header; establishing it requires evidence outside the transcript (malformed_or_header_row).,True,False,False,structural_header
F0097,Organized lifestyle,Organized lifestyle,organized lifestyle,,,preference_lifestyle,True,medium,,"Rate how strongly the speaker states a preference or habit reflecting 'Organized lifestyle', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Organized lifestyle. preference lifestyle. Rate how strongly the speaker states a preference or habit reflecting 'Organized lifestyle', on a 1-5 scale.",False,False,False,preference_lifestyle
F0098,Skill-endorsements count,Skill-endorsements count,skill endorsements count,,,quantified_activity_metric,False,low,requires_external_records,NOT SCORABLE FROM CONVERSATION. 'Skill-endorsements count' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,,Skill-endorsements count. quantified activity metric. NOT SCORABLE FROM CONVERSATION. 'Skill-endorsements count' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,False,False,False,quantified_count_noun
F0099,Mysteriousness,Mysteriousness,mysteriousness,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Mysteriousness', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Mysteriousness. personality trait. Rate how strongly the speaker's own words display the disposition 'Mysteriousness', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0100,Cultural Identity,Cultural Identity,cultural identity,,,demographic_biographical,False,high,demographic_fact_not_inferable,NOT SCORABLE FROM CONVERSATION. 'Cultural Identity' is classified as demographic_biographical; establishing it requires evidence outside the transcript (demographic_fact_not_inferable).,,Cultural Identity. demographic biographical. NOT SCORABLE FROM CONVERSATION. 'Cultural Identity' is classified as demographic_biographical; establishing it requires evidence outside the transcript (demographic_fact_not_inferable).,False,False,False,demographic_fact
F0101,Intrinsic Motivation,Intrinsic Motivation,intrinsic motivation,,,motivation_value,True,low,,"Rate how strongly the speaker expresses 'Intrinsic Motivation' as a driver or held value, on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Intrinsic Motivation. motivation value. Rate how strongly the speaker expresses 'Intrinsic Motivation' as a driver or held value, on a 1-5 scale.",False,False,False,motivation
F0102,Impartial-mindedness,Impartial-mindedness,impartial mindedness,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Impartial-mindedness', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Impartial-mindedness. personality trait. Rate how strongly the speaker's own words display the disposition 'Impartial-mindedness', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0103,Burnout Symptoms,Burnout Symptoms,burnout symptoms,,,clinical_mental_health,False,high,requires_clinical_assessment,NOT SCORABLE FROM CONVERSATION. 'Burnout Symptoms' is classified as clinical_mental_health; establishing it requires evidence outside the transcript (requires_clinical_assessment).,,Burnout Symptoms. clinical mental health. NOT SCORABLE FROM CONVERSATION. 'Burnout Symptoms' is classified as clinical_mental_health; establishing it requires evidence outside the transcript (requires_clinical_assessment).,False,False,False,clinical_named_scale
F0104,Holiness,Holiness,holiness,,,spiritual_religious_disposition,True,medium,,"Rate how strongly the speaker expresses the disposition 'Holiness', without inferring any specific tradition or affiliation, on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Holiness. spiritual religious disposition. Rate how strongly the speaker expresses the disposition 'Holiness', without inferring any specific tradition or affiliation, on a 1-5 scale.",False,False,False,spiritual_disposition
F0105,Selfcontrol,Selfcontrol,selfcontrol,,,behavioral_tendency,True,low,,"Rate how strongly the speaker describes acting in ways characteristic of 'Selfcontrol', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Selfcontrol. behavioral tendency. Rate how strongly the speaker describes acting in ways characteristic of 'Selfcontrol', on a 1-5 scale.",False,False,False,behavioral_tendency
F0106,SelfDirectedness,SelfDirectedness,selfdirectedness,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'SelfDirectedness', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","SelfDirectedness. personality trait. Rate how strongly the speaker's own words display the disposition 'SelfDirectedness', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0107,Encouraging participation,Encouraging participation,encouraging participation,,,interpersonal,True,low,,"Rate how strongly the speaker describes relating to others in terms of 'Encouraging participation', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Encouraging participation. interpersonal. Rate how strongly the speaker describes relating to others in terms of 'Encouraging participation', on a 1-5 scale.",False,False,False,interpersonal
F0108,Impracticalness,Impracticalness,impracticalness,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Impracticalness', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Impracticalness. personality trait. Rate how strongly the speaker's own words display the disposition 'Impracticalness', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0109,Meeting Deadlines,Meeting Deadlines,meeting deadlines,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Meeting Deadlines', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Meeting Deadlines. personality trait. Rate how strongly the speaker's own words display the disposition 'Meeting Deadlines', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0110,Data Analysis,Data Analysis,data analysis,,,cognitive_style,True,low,,"Rate how strongly the speaker's reasoning in this conversation exhibits 'Data Analysis', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Data Analysis. cognitive style. Rate how strongly the speaker's reasoning in this conversation exhibits 'Data Analysis', on a 1-5 scale.",False,False,False,cognitive_style
F0111,Social Interaction Skills,Social Interaction Skills,social interaction skills,,,interpersonal,True,low,,"Rate how strongly the speaker describes relating to others in terms of 'Social Interaction Skills', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Social Interaction Skills. interpersonal. Rate how strongly the speaker describes relating to others in terms of 'Social Interaction Skills', on a 1-5 scale.",False,False,False,interpersonal
F0112,Psychoticism,Psychoticism,psychoticism,,,clinical_mental_health,False,high,requires_clinical_assessment,NOT SCORABLE FROM CONVERSATION. 'Psychoticism' is classified as clinical_mental_health; establishing it requires evidence outside the transcript (requires_clinical_assessment).,,Psychoticism. clinical mental health. NOT SCORABLE FROM CONVERSATION. 'Psychoticism' is classified as clinical_mental_health; establishing it requires evidence outside the transcript (requires_clinical_assessment).,False,False,False,clinical_named_scale
F0113,Ethical leadership rating,Ethical leadership rating,ethical leadership rating,,,psychometric_instrument_score,False,low,psychometric_instrument_scale,NOT SCORABLE FROM CONVERSATION. 'Ethical leadership rating' is classified as psychometric_instrument_score; establishing it requires evidence outside the transcript (psychometric_instrument_scale).,,Ethical leadership rating. psychometric instrument score. NOT SCORABLE FROM CONVERSATION. 'Ethical leadership rating' is classified as psychometric_instrument_score; establishing it requires evidence outside the transcript (psychometric_instrument_scale).,False,False,False,psychometric_instrument_output
F0114,Slothfulness,Slothfulness,slothfulness,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Slothfulness', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Slothfulness. personality trait. Rate how strongly the speaker's own words display the disposition 'Slothfulness', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0115,Happiness,Happiness,happiness,,,emotional_state,True,medium,,"Rate how strongly the speaker expresses or reports the emotional state 'Happiness', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Happiness. emotional state. Rate how strongly the speaker expresses or reports the emotional state 'Happiness', on a 1-5 scale.",False,False,False,emotional
F0116,Contentment Levels,Contentment Levels,contentment levels,,,emotional_state,True,medium,,"Rate how strongly the speaker expresses or reports the emotional state 'Contentment Levels', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Contentment Levels. emotional state. Rate how strongly the speaker expresses or reports the emotional state 'Contentment Levels', on a 1-5 scale.",False,False,False,emotional
F0117,Neuroticism,Neuroticism,neuroticism,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Neuroticism', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Neuroticism. personality trait. Rate how strongly the speaker's own words display the disposition 'Neuroticism', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0118,Desire for excellence,Desire for excellence,desire for excellence,,,motivation_value,True,low,,"Rate how strongly the speaker expresses 'Desire for excellence' as a driver or held value, on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Desire for excellence. motivation value. Rate how strongly the speaker expresses 'Desire for excellence' as a driver or held value, on a 1-5 scale.",False,False,False,motivation
F0119,Perceiving,Perceiving,perceiving,,,cognitive_style,True,low,,"Rate how strongly the speaker's reasoning in this conversation exhibits 'Perceiving', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Perceiving. cognitive style. Rate how strongly the speaker's reasoning in this conversation exhibits 'Perceiving', on a 1-5 scale.",False,False,False,cognitive_style
F0120,Liberalism,Liberalism,liberalism,,,motivation_value,True,low,,"Rate how strongly the speaker expresses 'Liberalism' as a driver or held value, on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Liberalism. motivation value. Rate how strongly the speaker expresses 'Liberalism' as a driver or held value, on a 1-5 scale.",False,False,False,motivation
F0121,Inversion comfort level,Inversion comfort level,inversion comfort level,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Inversion comfort level', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Inversion comfort level. personality trait. Rate how strongly the speaker's own words display the disposition 'Inversion comfort level', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0122,Affection,Affection,affection,,,interpersonal,True,low,,"Rate how strongly the speaker describes relating to others in terms of 'Affection', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Affection. interpersonal. Rate how strongly the speaker describes relating to others in terms of 'Affection', on a 1-5 scale.",False,False,False,interpersonal
F0123,Numeric Filing Skills,Numeric Filing Skills,numeric filing skills,,,cognitive_test_ability,False,low,requires_standardised_assessment,NOT SCORABLE FROM CONVERSATION. 'Numeric Filing Skills' is classified as cognitive_test_ability; establishing it requires evidence outside the transcript (requires_standardised_assessment).,,Numeric Filing Skills. cognitive test ability. NOT SCORABLE FROM CONVERSATION. 'Numeric Filing Skills' is classified as cognitive_test_ability; establishing it requires evidence outside the transcript (requires_standardised_assessment).,False,False,False,cognitive_test_score
F0124,Martyrdom,Martyrdom,martyrdom,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Martyrdom', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Martyrdom. personality trait. Rate how strongly the speaker's own words display the disposition 'Martyrdom', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0125,Parathyroid-hormone level,Parathyroid-hormone level,parathyroid hormone level,,,biometric_physiological,False,high,requires_biometric_measurement,NOT SCORABLE FROM CONVERSATION. 'Parathyroid-hormone level' is classified as biometric_physiological; establishing it requires evidence outside the transcript (requires_biometric_measurement).,,Parathyroid-hormone level. biometric physiological. NOT SCORABLE FROM CONVERSATION. 'Parathyroid-hormone level' is classified as biometric_physiological; establishing it requires evidence outside the transcript (requires_biometric_measurement).,False,False,False,biomarker_named_analyte
F0126,Seeking approval,Seeking approval,seeking approval,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Seeking approval', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Seeking approval. personality trait. Rate how strongly the speaker's own words display the disposition 'Seeking approval', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0127,Judging (J):,Judging (J),judging j,,,instrument_or_scale_header,False,low,malformed_or_header_row,NOT SCORABLE FROM CONVERSATION. 'Judging (J)' is classified as instrument_or_scale_header; establishing it requires evidence outside the transcript (malformed_or_header_row).,,Judging (J). instrument or scale header. NOT SCORABLE FROM CONVERSATION. 'Judging (J)' is classified as instrument_or_scale_header; establishing it requires evidence outside the transcript (malformed_or_header_row).,True,False,False,structural_header
F0128,Big Five facet Openness – Artistic Interests,Big Five facet Openness - Artistic Interests,big five facet openness artistic interests,,,cognitive_style,True,low,,"Rate how strongly the speaker's reasoning in this conversation exhibits 'Big Five facet Openness - Artistic Interests', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Big Five facet Openness - Artistic Interests. cognitive style. Rate how strongly the speaker's reasoning in this conversation exhibits 'Big Five facet Openness - Artistic Interests', on a 1-5 scale.",False,False,True,cognitive_style
F0129,Psychological construct: Operant-Learning rate,Operant-Learning rate,operant learning rate,,Psychological construct,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Operant-Learning rate', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Operant-Learning rate. personality trait. Rate how strongly the speaker's own words display the disposition 'Operant-Learning rate', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0130,Psychological construct: Need for Achievement level,Need for Achievement level,need for achievement level,,Psychological construct,motivation_value,True,low,,"Rate how strongly the speaker expresses 'Need for Achievement level' as a driver or held value, on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Need for Achievement level. motivation value. Rate how strongly the speaker expresses 'Need for Achievement level' as a driver or held value, on a 1-5 scale.",False,False,False,motivation
F0131,Cantankerousness,Cantankerousness,cantankerousness,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Cantankerousness', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Cantankerousness. personality trait. Rate how strongly the speaker's own words display the disposition 'Cantankerousness', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0132,Material properties knowledge,Material properties knowledge,material properties knowledge,,,cognitive_test_ability,False,low,requires_standardised_assessment,NOT SCORABLE FROM CONVERSATION. 'Material properties knowledge' is classified as cognitive_test_ability; establishing it requires evidence outside the transcript (requires_standardised_assessment).,,Material properties knowledge. cognitive test ability. NOT SCORABLE FROM CONVERSATION. 'Material properties knowledge' is classified as cognitive_test_ability; establishing it requires evidence outside the transcript (requires_standardised_assessment).,False,False,False,cognitive_test_academic
F0133,Hostility,Hostility,hostility,,,interpersonal,True,low,,"Rate how strongly the speaker describes relating to others in terms of 'Hostility', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Hostility. interpersonal. Rate how strongly the speaker describes relating to others in terms of 'Hostility', on a 1-5 scale.",False,False,False,interpersonal
F0134,Independence,Independence,independence,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Independence', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Independence. personality trait. Rate how strongly the speaker's own words display the disposition 'Independence', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0135,800. Sufi practice: Sufi retreat attendance count,Sufi retreat attendance count,sufi retreat attendance count,800,Sufi practice,quantified_activity_metric,False,low,requires_external_records,NOT SCORABLE FROM CONVERSATION. 'Sufi retreat attendance count' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,,Sufi retreat attendance count. quantified activity metric. NOT SCORABLE FROM CONVERSATION. 'Sufi retreat attendance count' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,False,True,False,quantified_count_noun
F0136,Chromatin-accessibility score,Chromatin-accessibility score,chromatin accessibility score,,,biometric_physiological,False,high,requires_biometric_measurement,NOT SCORABLE FROM CONVERSATION. 'Chromatin-accessibility score' is classified as biometric_physiological; establishing it requires evidence outside the transcript (requires_biometric_measurement).,,Chromatin-accessibility score. biometric physiological. NOT SCORABLE FROM CONVERSATION. 'Chromatin-accessibility score' is classified as biometric_physiological; establishing it requires evidence outside the transcript (requires_biometric_measurement).,False,False,False,biomarker_named_analyte
F0137,644. Spiritual virtue: Humility practice index,Humility practice index,humility practice index,644,Spiritual virtue,cognitive_test_ability,False,low,requires_standardised_assessment,NOT SCORABLE FROM CONVERSATION. 'Humility practice index' is classified as cognitive_test_ability; establishing it requires evidence outside the transcript (requires_standardised_assessment).,,Humility practice index. cognitive test ability. NOT SCORABLE FROM CONVERSATION. 'Humility practice index' is classified as cognitive_test_ability; establishing it requires evidence outside the transcript (requires_standardised_assessment).,False,True,False,cognitive_test_score
F0138,754. I Ching hexagram 36 resonance level,I Ching hexagram 36 resonance level,i ching hexagram 36 resonance level,754,,spiritual_religious_practice_metric,False,medium,requires_quantified_self_report,NOT SCORABLE FROM CONVERSATION. 'I Ching hexagram 36 resonance level' is classified as spiritual_religious_practice_metric; establishing it requires evidence outside the transcript (requires_quantified_self_report).,,I Ching hexagram 36 resonance level. spiritual religious practice metric. NOT SCORABLE FROM CONVERSATION. 'I Ching hexagram 36 resonance level' is classified as spiritual_religious_practice_metric; establishing it requires evidence outside the transcript (requires_quantified_self_report).,False,True,False,spiritual_practice_named
F0139,Well-being component: Engagement,Engagement,engagement,,Well-being component,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Engagement', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Engagement. personality trait. Rate how strongly the speaker's own words display the disposition 'Engagement', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0140,Need for social interaction,Need for social interaction,need for social interaction,,,interpersonal,True,low,,"Rate how strongly the speaker describes relating to others in terms of 'Need for social interaction', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Need for social interaction. interpersonal. Rate how strongly the speaker describes relating to others in terms of 'Need for social interaction', on a 1-5 scale.",False,False,False,interpersonal
